,agent_buy_0,agent_buy_1,agent_buy_2,agent_buy_3,agent_buy_4,agent_buy_5,agent_buy_6,agent_buy_7,agent_buy_8,agent_buy_9,agent_buy_10,agent_buy_11,agent_buy_12,agent_buy_13,agent_buy_14,agent_buy_15,agent_buy_16,agent_buy_17,agent_buy_18,agent_buy_19,agent_buy_20,agent_buy_21,agent_buy_22,agent_buy_23,agent_sell_0,agent_sell_1,agent_sell_2,agent_sell_3,agent_sell_4,agent_sell_5,agent_sell_6,agent_sell_7,agent_sell_8,agent_sell_9,agent_sell_10,agent_sell_11,agent_sell_12,agent_sell_13,agent_sell_14,agent_sell_15,agent_sell_16,agent_sell_17,agent_sell_18,agent_sell_19,agent_sell_20,agent_sell_21,agent_sell_22,agent_sell_23,prosumer_response_0,prosumer_response_1,prosumer_response_2,prosumer_response_3,prosumer_response_4,prosumer_response_5,prosumer_response_6,prosumer_response_7,prosumer_response_8,prosumer_response_9,prosumer_response_10,prosumer_response_11,prosumer_response_12,prosumer_response_13,prosumer_response_14,prosumer_response_15,prosumer_response_16,prosumer_response_17,prosumer_response_18,prosumer_response_19,prosumer_response_20,prosumer_response_21,prosumer_response_22,prosumer_response_23,prosumer_name,step,year,day,battery_num,pv_size,reward
0,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,64.06197505284912,62.045234767491685,67.11770773122032,68.56441831178877,61.964598120697744,63.58432833610381,71.78384797040756,60.3280305867458,49.23021188782879,21.930357196734754,-26.943347555775272,-45.95372310921022,61.520899844693744,17.819552230563584,25.47436149997795,-86.96656683395912,-59.98690997481357,-78.69279786406283,-65.00423692371302,-109.28787505643241,47.324606376299094,47.69765530235893,35.3784480368642,49.66787411789335,Hog_office_Lizzie,0,2016,1,50,46.096846305252,429.2603038958432
1,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,82.95162277887474,64.6861168722396,44.1971144036562,37.17809904869773,25.615548021946914,37.70157059966254,22.624901482198005,3.2319832025069353,-12.812137614628494,-33.53012123641701,-14.239828977849058,6.599645306812242,-56.171663244004655,3.123205582758364,44.57871788827872,-5.988330917112304,8.765820026756554,-3.7156133998924323,4.846262293080349,-6.307147559263014,-4.9689524918425985,-4.971449571603001,-12.920370329672206,-6.672960350863903,Hog_office_Lizzie,1,2016,2,50,46.096846305252,39.693700235641245
2,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,67.1174829638377,32.680474329035235,35.91738310955264,31.23984467205378,40.08926871387006,37.23884286774996,49.35933358056061,45.74351648670598,-1.6785162540904874,4.95526623378731,-7.14352005489031,16.451363289781582,0.5913166608349618,12.594678879204077,31.49640914513718,25.547541020555933,10.27988267832927,43.53736370711674,51.07148681829009,50.71825620025351,54.21716666362156,20.32163365944616,16.264625553581727,16.91657020718401,Hog_office_Lizzie,2,2016,3,50,46.096846305252,13.78754425978559
3,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,91.29994014443649,68.87644056957825,68.65955518980816,77.3670229533567,79.4261101354301,83.89561637230611,65.07517110059506,87.74211517513916,85.67877303552869,18.977378014877324,34.69354977498119,-34.28604018684927,4.343026810154064,53.82361309126191,1.831673009840216,-62.39722163082491,-23.44586091199921,-37.02000119028189,-33.95093237995266,-34.774840113177014,90.8515648238929,52.981082743734305,50.935720126388404,44.53898177977637,Hog_office_Lizzie,3,2016,4,50,46.096846305252,549.1156826925935
4,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,86.77723041914261,99.91929799679181,72.06415360343992,73.00486049375503,70.71502415771346,67.54788586737703,74.1520436979247,96.68011501636751,72.475480962708,-12.358407318527014,23.132427202875036,-14.036020877596103,42.3675180973429,8.065327594246202,11.613138288242304,-50.25211194557911,-42.391846520343364,-28.463369574108004,-31.019096917674506,-37.40874122981063,70.48442828124008,53.46087464942807,50.11369097497106,52.65135258449134,Hog_office_Lizzie,4,2016,5,50,46.096846305252,560.9343750702424
5,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,77.07808295625503,86.06820924634664,80.67229544883364,74.26738956778703,80.56402666953261,94.6343113554514,78.26004412951853,87.11577150260997,122.83151047606552,78.44467565341364,104.93309102415803,55.362775571959816,144.53858844775752,127.17741105070576,172.04688362967235,-24.343185781282074,-16.73901139526775,-19.8577060425649,-24.740387242550934,-29.484176034270508,93.91545470432324,50.59587656997955,46.48610879208931,36.64313594148224,Hog_office_Lizzie,5,2016,6,50,46.096846305252,445.67000910228035
6,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,79.05702875304519,92.54025407212241,90.71006445778202,81.84777984877003,67.89292602597754,83.20317049045448,91.91671622683543,85.78966859808641,149.2740988038226,120.18004590351407,127.10697237228455,138.68698060183794,117.11699543457527,130.36822307324485,122.97440788610069,-0.6064591620448141,-38.11186294033412,-24.802668106653865,-45.45249453825309,-36.603634147699346,101.66106896746714,48.98479843724736,41.991822567130995,32.315320406788,Hog_office_Lizzie,6,2016,7,50,46.096846305252,437.2944827356714
7,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,89.98094002137884,75.62543888141482,77.9992689278414,86.31425955921581,72.49653931202499,85.71979640391241,89.32481615181104,87.2389235343708,139.2264971068344,148.36686050872194,122.80046353451598,108.18532309878351,145.14742983616893,110.02855906726414,140.98784762991409,-46.22975742260851,-57.18934227397648,-51.742371553949404,-11.499819955282675,-11.710554493003482,109.9238798488095,49.06462690412486,38.93073654128937,31.808864642791082,Hog_office_Lizzie,7,2016,8,50,46.096846305252,497.00920757734275
8,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,35.828837072690355,34.739549857246246,33.21418635961997,30.77797217743431,32.29568985353576,34.37439632116223,27.92616869568002,21.608266390815082,-0.9840312775899668,-40.270869229155664,-36.615730690391615,43.50154241755603,67.17465507432067,-18.90101186468023,11.595080901461216,8.650323156558226,62.98104209284991,63.21578076310814,72.59020472540729,88.54227015635254,68.3767650966165,39.07742475008866,27.612725108781145,29.97292937721511,Hog_office_Lizzie,8,2016,9,50,46.096846305252,26.49642188954158
9,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,44.88087906238955,49.16463345146798,47.79190555940137,56.72906628145731,49.450095598094904,48.31230656685521,46.665206063892676,54.67884887368069,17.867503775991914,-8.678691536579352,4.587048841491043,-6.871421294756313,20.232590869604557,-28.147671411211522,-7.423452944132352,35.90657038162375,5.556598963377434,13.94825475506599,1.7703125959442705,4.895777113522437,-1.3283458906933427,14.45502049415802,21.21372358800128,5.121518311430658,Hog_office_Lizzie,9,2016,10,50,46.096846305252,48.39652504224841
