,agent_buy_0,agent_buy_1,agent_buy_2,agent_buy_3,agent_buy_4,agent_buy_5,agent_buy_6,agent_buy_7,agent_buy_8,agent_buy_9,agent_buy_10,agent_buy_11,agent_buy_12,agent_buy_13,agent_buy_14,agent_buy_15,agent_buy_16,agent_buy_17,agent_buy_18,agent_buy_19,agent_buy_20,agent_buy_21,agent_buy_22,agent_buy_23,agent_sell_0,agent_sell_1,agent_sell_2,agent_sell_3,agent_sell_4,agent_sell_5,agent_sell_6,agent_sell_7,agent_sell_8,agent_sell_9,agent_sell_10,agent_sell_11,agent_sell_12,agent_sell_13,agent_sell_14,agent_sell_15,agent_sell_16,agent_sell_17,agent_sell_18,agent_sell_19,agent_sell_20,agent_sell_21,agent_sell_22,agent_sell_23,prosumer_response_0,prosumer_response_1,prosumer_response_2,prosumer_response_3,prosumer_response_4,prosumer_response_5,prosumer_response_6,prosumer_response_7,prosumer_response_8,prosumer_response_9,prosumer_response_10,prosumer_response_11,prosumer_response_12,prosumer_response_13,prosumer_response_14,prosumer_response_15,prosumer_response_16,prosumer_response_17,prosumer_response_18,prosumer_response_19,prosumer_response_20,prosumer_response_21,prosumer_response_22,prosumer_response_23,prosumer_name,step,year,day,battery_num,pv_size,reward
0,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,46.933512818473126,52.81480276631645,48.41777286529812,40.859713625959756,54.686296777694814,62.431064186367536,56.23470213684944,62.752409225443486,39.53776367935367,37.84591109641033,9.517434661667043,-19.55590140496941,32.14667409692196,10.687975691655492,16.45769819376379,-89.88240801759956,-100.07428704158978,-140.8040554877216,-144.04726227659907,-111.57588290873258,15.709653975693302,11.753641368254211,12.7877246207854,14.021632173814975,Hog_office_Valda,0,2016,1,50,23.40289096107088,429.2603038958432
1,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,13.833585013021967,14.160132363805827,12.799373533690485,14.937507186411825,10.867676171971038,11.58647359132271,13.317396734526971,1.0725281027166478,-10.02394647082419,-32.69588798380664,-50.6569748331723,-51.56992502803214,-92.54577676866921,-48.17499968927718,-23.787811317707167,-10.156605343772334,3.9428150365522505,0.25023967096864413,1.746301509257299,-0.03268830593028336,6.355356222386696e-05,-0.00043683226257252336,-0.0034331710000920002,2.4876589176881128e-05,Hog_office_Valda,1,2016,2,50,23.40289096107088,39.693700235641245
2,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,16.612391553984867,11.14592410908686,12.673138655685438,13.142871426712157,13.898915115717944,11.666661292892254,16.86833590385166,20.090636269234164,-5.802872383806934,-11.647670206007117,-21.84560302553013,-1.2424069300779166,-4.816641748068304,2.8201911630130807,-10.299357163309054,-3.8584738284591333,-5.046342487499747,1.2109729680355745,1.5453276980642245,0.17690533867187064,-0.018320583052421437,-0.06674617117636403,-0.042038074160825084,-0.02651205640523668,Hog_office_Valda,2,2016,3,50,23.40289096107088,13.78754425978559
3,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,58.35822497600392,45.16224343066867,43.844589758344625,51.26624358351158,48.92775178289924,52.12460105075708,58.85611292047967,54.74537064748968,58.469657713763425,35.65498946363177,48.781295214013085,-5.849137613322693,13.664680001628426,42.776551729388466,14.025880817422474,-72.31615645143016,-119.21271797455886,-101.08613119388514,-105.11743040269735,-113.88329821372135,26.81021895202916,22.87047057025611,19.897497149675146,16.456712228379338,Hog_office_Valda,3,2016,4,50,23.40289096107088,549.1156826925935
4,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,61.63828758070017,42.63642271405423,56.197963782429525,55.78884279838818,49.555990572749955,54.11711903702632,55.819289887528484,63.04669900791721,50.47646860068533,23.940968300916566,41.79490217178906,8.482721185604241,43.16382683135209,28.04190425996487,28.60475082874776,-100.30756879450782,-103.99968079888788,-100.73436323787665,-106.12434681326746,-121.67826644460752,26.412136384991307,22.883081978482906,24.64785276822673,18.41145541971843,Hog_office_Valda,4,2016,5,50,23.40289096107088,560.9343750702424
5,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,72.64890682748246,58.81240035652243,73.82379231276266,64.03349270682817,64.44834342485105,70.00632555700363,69.0762984368134,71.28186674084506,71.85189737621035,53.82011500549292,60.64508667084519,37.8708870787003,107.47753874706879,92.49374851392751,113.71851324273018,-101.22607902169334,-97.73087985376576,-94.22070586680853,-102.24454367568141,-117.99563783695231,20.866203472713995,23.88250866722814,22.180254090983183,15.94963291106388,Hog_office_Valda,5,2016,6,50,23.40289096107088,445.67000910228035
6,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,65.03053224274689,68.26833680855275,59.93112395860095,59.30335557060906,50.20556795544391,59.93808569462175,71.99317646356884,75.05751000359626,94.35387051659264,97.3303120058163,77.46865718185325,98.73752180963234,67.877108593403,65.92170020730592,84.71720673102676,-56.97455497881407,-97.05892974405465,-96.681392131024,-105.99851937074547,-108.4761303948947,22.499928681679606,25.321056414690972,26.983782263016877,16.50204265127868,Hog_office_Valda,6,2016,7,50,23.40289096107088,437.2944827356714
7,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.1223087999999999,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.07417119999999994,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,75.55972005191198,61.91810079738713,71.72001823555138,63.331331062161915,66.6330271894066,56.428128529662644,61.0387391989754,77.37621094362571,78.19943013624358,81.4616098483787,80.08458027025463,70.81880157603987,79.3125808894053,93.56955936568545,84.58931423268794,-88.7650336235099,-105.291327756748,-94.84564028202415,-91.8229831679722,-96.4233240360497,28.353084022027822,23.82510305885506,23.177196891501715,19.484354777195545,Hog_office_Valda,7,2016,8,50,23.40289096107088,497.00920757734275
8,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,22.572732790099042,24.855271572175837,24.880351009289203,20.565945011166612,11.935569295810993,12.142542418601186,15.055588270301474,5.952761751113043,0.3547042152908041,-20.26907141177715,-15.580459371597117,30.39023957532762,26.9973894869865,-9.583576793087955,-9.893925281907046,8.20469524334955,8.562388784899296,9.689895625363908,10.89733003281041,8.725648595195167,8.238574487416917,4.082718077306667,2.8426556840462096,1.9001963272525164,Hog_office_Valda,8,2016,9,50,23.40289096107088,26.49642188954158
9,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.0300294,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,0.018210599999999997,19.031704882855713,18.21105455779088,16.16091703158008,21.667651946234415,19.557720540389976,17.202214506044662,13.502254994536141,13.651616915398705,2.0676492975814478,-24.220951259717076,-45.598996676681786,-38.49651906522701,-50.17441564212853,-65.4847971937434,-35.30299581478734,9.18278534753507,-0.831195220877721,1.1265909699771275,-0.44319563177112187,-0.006978497269723879,-0.13425947303102742,-0.06949479347202112,-0.22222749563011937,-0.7472272581486084,Hog_office_Valda,9,2016,10,50,23.40289096107088,48.39652504224841
